Type,Immediate_vs_Future,Segment,Package_Type,Mega_Flavor,Seasonality,q2_2018,q3_2018,q4_2018,q1_2019,sales
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,767,458,460,463,1724
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,425,331,224,215,466
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,790,501,635,747,1872
NUT,FUTURE,ETHNIC,PEG BAG,NUT,EVERYDAY,755,548,535,492,2089
FRUITY CHEWY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,490,479,449,497,1742
NUT,FUTURE,ETHNIC,ALL OTHER,NUT,EVERYDAY,393,677,151,27,1277
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,739,2441,418,205,219
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,3425,4562,434,22,8080
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,FRUIT,EVERYDAY,3528,4654,544,59,9764
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,BOX,ASSORTED,EVERYDAY,11174,1414,123,50,25129
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ALL OTHER,EVERYDAY,4636,9252,373,141,14352
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,ASSORTED,EVERYDAY,13432,5470,5749,7408,27564
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,8409,1456,139,53,13614
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,15387,8805,2383,2528,36120
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,1620,1622,1636,2391,7037
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,610,849,825,262,2400
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,FRUIT,EVERYDAY,2947,3636,3334,4040,4101
LICORICE,IMMEDIATE,LICORICE,SINGLE SIZE,SOUR,EVERYDAY,688,816,931,303,3242
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,808,727,814,1189,4223
NUT,FUTURE,NUT,ALL OTHER,NUT,EVERYDAY,2886,2711,2642,3632,13086
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,1422,1913,1777,2108,8833
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,8549,7386,6470,7527,24872
FRUITY CHEWY,IMMEDIATE,MAINLINE,SHARE SIZE,FRUIT,EVERYDAY,18167,4088,6287,5137,17989
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,BOX,FRUIT,EVERYDAY,5093,4604,4076,1841,10398
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1152,855,614,976,7100
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,96881,84460,77263,82783,248063
NOVELTY,FUTURE,KIDS NOVELTY,BOX,FRUIT,EVERYDAY,94664,117688,85529,94105,316218
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,FRUIT,EVERYDAY,450,528,452,456,1131
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,158,690,699,573,818
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,157,183,138,131,503
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,4913,3025,2306,1954,5193
HARD CANDY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,2587,1427,1208,1160,3816
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,2432,1654,1304,1811,4800
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,299,283,159,242,492
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ALL OTHER,EVERYDAY,484,976,202,162,175
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,264,83,34,15,33
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,28387,30332,29412,35173,143084
AO CHEWY,FUTURE,ETHNIC,ALL OTHER,ALL OTHER,EVERYDAY,18728,24994,17293,15368,45666
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,325,262,262,360,960
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,4712,1541,5905,9829,21424
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,22666,21927,18863,14407,50216
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,11106,1130,7185,6967,46630
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,7177,8661,8857,13005,57854
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,538,580,257,78,224
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,334,154,148,83,184
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,166,46,33,7,9
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,41,4,1935,461621,94
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,2117,300,123,37,12
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,NUT,EVERYDAY,8425,1383,563,132,161
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,ASSORTED,EVERYDAY,1930,5227,3819,1153,2536
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,2470,602,275,181,545
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,26098,24132,26922,17199,4533
HARD CANDY,FUTURE,CLASSIC FAVORITES,BOX,ASSORTED,EVERYDAY,28863,7,6,24346,88943
AO CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,CARAMEL,EVERYDAY,10124,1,1,70749,384154
GUMMY,IMMEDIATE,ETHNIC,SHARE SIZE,SOUR,EVERYDAY,24483,3,1,41531,301943
NUT,FUTURE,ETHNIC,STANDUP BAG,NUT,EVERYDAY,619,4536,3176,4209,9389
NUT,FUTURE,NUT,BOX,ASSORTED,EVERYDAY,1785,416,108,85,63
ALL OTHER,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,7947,2736,1136,184,266
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,NUT,EVERYDAY,57576,536,42,27,6548
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,2446,12695,11038,10451,11012
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,258,13,164,434919,13267
FRUITY CHEWY,FUTURE,LICORICE,PEG BAG,ASSORTED,EVERYDAY,9506,9661,8949,2448,9806
LICORICE,IMMEDIATE,LICORICE,SINGLE SIZE,ALL OTHER,EVERYDAY,89696,57,500,33858,204225
NUT,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,NUT,SEASONAL,195353,40,20,82500,476226
AO CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,551,55,36,34711,30490
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,211,194,251,465,296
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,ALL OTHER,EVERYDAY,109798,97391,47714,408,142
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,28100,24512,8812,2938,40156
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,78023,54477,10094,9295,119816
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,33196,28830,10073,3851,72758
LOLLIPOP,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,FRUIT,SEASONAL,811,525,495,438,1771
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,65466,94824,72279,62391,5550
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ASSORTED,EVERYDAY,517,112,71,106,30
HARD CANDY,FUTURE,CLASSIC FAVORITES,STANDUP BAG,ALL OTHER,EVERYDAY,57006,60849,44435,51831,15154
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,12313,0,2,18658,47708
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,6253,1,0,16389,19031
GUMMY,FUTURE,GUMMY,STANDUP BAG,SOUR,EVERYDAY,16142,288,54,29438,39168
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,FRUIT,EVERYDAY,1337,761,92,21279,9678
CANDY CANE,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ALL OTHER,SEASONAL,111573,121,17,82526,239606
NUT,IMMEDIATE,NUT,SHARE SIZE,ALL OTHER,EVERYDAY,1651,286,94,34,26
GUMMY,IMMEDIATE,ETHNIC,SHARE SIZE,ASSORTED,EVERYDAY,2920,509,156,46,1243
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,NUT,EVERYDAY,3057,575,392,64,90
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,3302,551,297,73,43
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,29476,2869,277,135,194
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,1962,25209,22904,1424,16350
LOLLIPOP,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,434,103,31563,5266,172
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,395,201,49,21,17
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,159651,11,1,206163,690857
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,FRUIT,EVERYDAY,4,1,646303,12020,12
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,6450,22473,1922,293,116
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,6496,968,75,57,2928
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ALL OTHER,EVERYDAY,19,7,1,5,15
AO CHEWY,IMMEDIATE,ETHNIC,SHARE SIZE,FRUIT,EVERYDAY,24,4,10,8,24
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,CARAMEL,EVERYDAY,176,83,202,3,173
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,17202,7455,949,115,1253
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,6375,4621,5273,2927,2890
NOVELTY,FUTURE,KIDS NOVELTY,BOX,ASSORTED,EVERYDAY,12254,7207,6701,6290,1165
FRUITY CHEWY,FUTURE,MAINLINE,BOX,FRUIT,EVERYDAY,135,9,367,302304,210
AO CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,FRUIT,EVERYDAY,14491,0,0,9062,21293
AO CHEWY,FUTURE,MAINLINE,PEG BAG,ALL OTHER,EVERYDAY,68,23,240,79986,123
GUMMY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,5,3,165633,3084,77555
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,95,136,156,63,301
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,53,299,258,239,481
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,CARAMEL,EVERYDAY,22,5,69,394,1534
NUT,FUTURE,NUT,BOX,NUT,EVERYDAY,412,229,287,225,549
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,235,61,2100,377,576
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,96243,35027,6549,1279,1044
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,NUT,EVERYDAY,31034,38019,28427,13540,4920
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,5063,3245,2058,2449,6309
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,1273,1077,892,837,261
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,906,833,665,643,508
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,450,956,5109,8806,6097
LICORICE,FUTURE,LICORICE,PEG BAG,FRUIT,EVERYDAY,11179,8119,9621,7829,31894
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,812,917,737,843,1876
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,20317,9816,36258,58629,14898
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,5764,6363,7077,7394,22471
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,2979,4674,4003,4988,15326
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,105,70,105,126,580
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,161,56,91,98,590
LOLLIPOP,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,19109,10866,3554,5881,33801
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,1028,249,587,540,769
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ALL OTHER,EVERYDAY,205,284,386,460,836
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,NUT,EVERYDAY,566,257,48,38,226
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,1297,440,115,92,289
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ALL OTHER,EVERYDAY,1192,922,234,232,252
LICORICE,FUTURE,LICORICE,PEG BAG,FRUIT,EVERYDAY,1274,257,34,33,235
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,2252,1517,1214,1616,5283
AO CHEWY,IMMEDIATE,ETHNIC,SHARE SIZE,ALL OTHER,EVERYDAY,186,420,374,448,1210
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,984,595,636,1156,1990
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,FRUIT,EVERYDAY,38,30,2,6,13
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,17,23,17,13,66
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,452,4690,6320,3916,26506
FRUITY CHEWY,FUTURE,MAINLINE,TUB,ASSORTED,EVERYDAY,14,1172,1774,1368,8714
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,4,2479,4418,2501,8414
NUT,FUTURE,NUT,LAYDOWN BAG,ALL OTHER,EVERYDAY,2976,2494,944,1294,10391
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1151,1126,658,627,8217
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,962,1702,1181,2315,4988
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,828,1231,879,528,346
LOLLIPOP,FUTURE,NOT APPLICABLE,LAYDOWN BAG,FRUIT,SEASONAL,644,906,839,561,7414
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,89,89,264,101,483
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,54,37,252,475,676
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,57484,41449,37343,22967,9073
AO CHEWY,FUTURE,CLASSIC FAVORITES,STANDUP BAG,CARAMEL,EVERYDAY,3595,2099,1820,3081,32147
LOLLIPOP,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,17,26,72955,2015,43
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,49,65772,192392,16,267116
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,186243,282737,9222,1355,525
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,1514,464,953,1974,2242
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,816,6,12,24,88
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,1459,471,543,2134,5961
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,3209,995,709,1334,5124
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,9093,16701,16628,14115,21684
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,193,125,118,54,125
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,2928,44,105,3111,2524
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ALL OTHER,EVERYDAY,177,264,206,90,97
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,SOUR,EVERYDAY,236,168,146,115,118
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,400,404,349,23,295
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,166,262,49,13,35
NOVELTY,FUTURE,KIDS NOVELTY,BOX,FRUIT,EVERYDAY,253,224,370,214,220
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,98,56,143,186,773
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,3,3,5,1,5
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,3266,18266,16923,20851,23739
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,2517,14727,12550,15139,20611
NOVELTY,FUTURE,KIDS NOVELTY,TUB,FRUIT,EVERYDAY,176,1626,18232,18245,50017
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,19027,12856,6180,575,547
NUT,FUTURE,NUT,TUB,ASSORTED,EVERYDAY,3081,3047,1356,16,30
LOLLIPOP,FUTURE,KIDS NOVELTY,BOX,FRUIT,EVERYDAY,31495,9462,1100,77,51
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ASSORTED,EVERYDAY,309,1887,1396,1481,5294
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,4897,22950,21854,23168,4776
JELLY BEANS,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,FRUIT,SEASONAL,21771,10465,1901,120,129
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,4047,3956,4368,5307,17841
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1414,1381,595,632,5274
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,1348,1250,1664,1004,3550
LOLLIPOP,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,3247,2772,3261,2132,14865
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,1583,1825,2013,2611,11344
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,4014,314,2444,3840,27153
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,1361,516,1095,5321,32169
HARD CANDY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,2514,761,1166,1356,4161
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,1818,2191,1731,1579,4744
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,10935,164,112,55973,111127
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,2,2,2,55641,60203
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,3705,3149,17632,2979,6175
GUMMY,IMMEDIATE,MAINLINE,SHARE SIZE,ASSORTED,EVERYDAY,3482,1002,382,83,142
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,22111,14330,2609,65,47
FRUITY CHEWY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,540,71,4,50,25
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,642,109,33,9,8
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,8198,1843,846,375,453
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,3499,84,28,76,242
HARD CANDY,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,25804,370,78,36,59
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,31353,41,3,63937,193477
GUMMY,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,SOUR,SEASONAL,21032,6,3,82465,181653
NOVELTY,IMMEDIATE,ETHNIC,SHARE SIZE,FRUIT,EVERYDAY,41691,46816,38355,35040,39290
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,182,530,652,484,1497
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,24,3607,18281,152,21496
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,2079,3449,691,182,47
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,152,77,75,43,1351
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,499,709,2240,260,249
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,2206,2037,4225,1232,3439
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,52587,24269,4870,282,93
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,SOUR,EVERYDAY,1409,1194,1059,1834,2850
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,1428,775,2027,4068,5715
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,26445,28246,25180,25471,81290
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,SOUR,EVERYDAY,1159,1583,1414,872,5185
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,953,1748,2089,2388,3293
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,1668,1350,1576,1812,4196
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,35282,34232,32412,35579,94920
LOLLIPOP,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,2833,2930,2782,3217,12311
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,31005,28238,25669,28286,80178
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,FRUIT,EVERYDAY,14468,16801,19115,20654,44515
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,ALL OTHER,EVERYDAY,26892,29667,38105,27653,91068
LOLLIPOP,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,228,236,234,64,133
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,4384,12180,5950,3558,14565
GUMMY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,8019,8948,1637,1411,8148
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,595,485,200,215,388
NUT,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,629,520,179,214,348
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,5135,11597,11561,6004,22623
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,1833,1934,2587,3058,2850
FRUITY CHEWY,FUTURE,MAINLINE,TUB,ASSORTED,EVERYDAY,1202,962,808,5269,1710
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,FRUIT,EVERYDAY,116188,35,9,128928,290308
GUMMY,IMMEDIATE,GUMMY,SHARE SIZE,SOUR,EVERYDAY,13745,8444,7948,7777,4815
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,3425,3206,3920,4522,11421
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,16595,2395,2967,2974,907
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,2779,1313,576,378,442
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ALL OTHER,EVERYDAY,1717,1671,683,374,129
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,135266,14,3,104105,474553
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,SOUR,EVERYDAY,204,11,66,70,194
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,5494,9695,446,251,141
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,97,425,462,78,218
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,27,4,1,29,55
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,248,49,8,7,14
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,71,113,118,58,60
GUMMY,IMMEDIATE,GUMMY,SHARE SIZE,SOUR,EVERYDAY,77,147,172,53,389
